doc_id,text
1503,"""The Physician Burnout Crisis: A System Fractured From COVID-19."" Watch Bridget Duffy, MD and other healthcare experts in the second episode of #HCPLive Crisis Point, a mini-docuseries about clinician burnout and its implications.    Our 5 experts return to examine the far-reaching repercussions of the COVID-19 pandemic on the physician burnout crisis."
1504,"From adapting new technology to expanding existing product lines, entrepreneurs across the UK are adapting to the times. Discover the impact of #COVID19 on our #10KSBUK alumni in our new survey: "
1505,"Multidisciplinary artist, storyteller, speaker and visionary Chardelle Moore is this week's guest on #TheGreatIndoors podcast hosted by Matt Roberts. The two chat about Chardelle's ""soul fuel"" -- motivation and balance as we navigate the pandemic, and how to find inner peace. Sit back and listen on your favorite channel.  Apple:  Google:  Spotify: "
1506,"""Patients can come here wait for 35 minutes and we can actually physically hand them or email them the results."" Labs in upstate NY anticipate substantial demand for rapid PCR-based COVID-19 tests when the Canadian border reopens November 8.    The PCR test is considered the ""gold standard"" for COVID testing and the test is expected to be in high-demand once the Canadian border reopens."
1507,"United Rentals branch locations will remain open for business to support our customer requirements locally, regionally and nationally. We have cleaned our fleet and ensured its rental readiness, including special business needs as a result of COVID-19 like portable restrooms, showers, generators, traffic control systems, and more. For additional information, visit: "
1508,"Remember: If your income was interrupted by the coronavirus pandemic, rental assistance is available. Get started here:    Rent and utility assistance is now available. Select your state to get started."
1509,"The #BraveofHeartFund at E4E Relief, founded by the New York Life Insurance Company and Cigna, is open to family members of eligible health care workers who lost their lives to #COVID19. Click here to learn more. "
1510,"COVID-19 changed almost everything about the workforce, including employee benefits offerings. TriNet President and CEO Burton M. Goldfield spoke with Lydia Dishman at Fast Company about the impact of the pandemic on employee benefits and what employers can do to plan for future benefits needs.  #IncredibleHR #IncredibleStartsHere #fastcompany   Every worker is juggling different responsibilities in the wake of the pandemic, creating a whole different perspective on benefits offerings."
1511,"Read what New York City Dermatologist Jessica Weiser, MD Weiser Skin MD shares about taking care of patients during #COVID19. #CuteraCares"
1512,"""4 Actions to Be a Strong Leader During COVID-19 Disruption"" via Gartner #remotework #disruption #leadership   Create a clear list of priorities, consider all the options, be honest and write down the stories. Gartner analyst Mary Mesaglio explains 4 actions strong leaders should take during the #COVID19 outbreak. Read more. #Coronavirus #CIO #Leadership #ITleadership"
1513,"Our CEO, Ken Londoner, and Executive Chair of ViralClear, Dr. Jerome Zeldis, joins Nasdaq's #TradeTalks with Jill Malandrino to discuss orally-administered Vicromax and its path to market. Tune in below    .@BioSig_Tech CEO Ken Londoner & Dr. Jerome Zeldis Executive Chair at join @JillMalandrino on @Nasdaq #TradeTalks to discuss a potential treatment for #COVID19. $BSGM"
1514,"CEO Brad Jacobs has 15 predictions for how society will change after #COVID19. #13 - ""Individuals and organizations have shown they can regroup quickly to adapt to the pandemic. This newfound agility won't go away. It will blossom.""  #pandemic #recovery   The clock is running down on COVID-19's time as a pandemic. And while the spread of the novel coronavirus will be contained, the collective trauma has already forced 7 billion people to rethink how we interact with each other."
1515,"""COVID-19 is not only exposing the flaws of many governments, private and individual processes, it is forcing firms and people to shape up, digitize or otherwise go extinct."" Read more:  #coronavirus   The COVID-19 pandemic has ushered in a perfect storm of economic and supply chain disruption. Read more."
1516,Gartner analyst Rita Sallam examines the top 10 #data and #analytics technology trends that can help data and analytics leaders accelerate renewal or recovery post-#COVID19 pandemic.  Read more:  #CDO #GartnerDA
1517," Join us today at 2pm for our complimentary, live webinar as we discuss Real Estate & The ""New Normal"": The Impact of COVID-19 One Year Later with special guests, Roy Oppenheim, Esq. from Oppenheim Law and Ken Morris, SIOR, RPA from Morris Southeast Group. #RealEstate #COVID19 #Webinar #GoForMore #BankUnited"
1518,"What is the composable enterprise and how can your organization embrace it? Join Zeus Kerravala of ZK Research and David Lee, VP Product Management for Platform at RingCentral, to find out tomorrow. Register here:    Digital transformation --a top initiative for businesses for the better part of the past decade--has witnessed unprecedented acceleration since the pandemic began. All businesses, regardless of company size, vertical market, or geography, shifted to a digital-first model to adapt to a world where ..."
1519,"In times like these, it's helpful to have someone like Brett Barrow to assist you with banking and business needs. Click the link to connect with Brett. #MeetTheBanker #COVID19 "
1520,"Hear from Levison Wood and don't miss his upcoming special #WalkingwithElephants Tuesday, December 15 on Animal Planet!   He's been to the Nile and the Himalayas, but now, in his latest Animal Planet television series, Walking with Elephants, Levison Wood sets off on an epic 650-mile journey, following the annual migration of Botswana's elephants.  Ever since he was young, award-winning explorer and bestselling author Levison Wood has been fascinated by elephants and their fight for survival. While trekking the Nile, he finally saw these beasts up close, and in THE LAST GIANTS: The Rise and Fall of the African Elephant, he satisfies his lifelong desire to learn more about the majestic African elephant. Now, in his latest television series, Walking with Elephants, Levison Wood walks the entire 650-mile migration path of Botswana's elephants. Wood will share with us how his own experience in writing about and filming elephants informs his outlook on elephants, what challenges he sees for elephant conservation, and how he's been navigating the pandemic.  Levison Wood is a writer, photographer, and explorer. He is the author of six previous books, including An Arabian Journey, Walking the Nile, and Walking the Americas, which won the 2016 Edward Stanford Adventure Travel Book of the Year Award. He served in Afghanistan as an officer in the British Army Parachute Regiment and is a fellow of the Royal Geographical Society, and an international fellow of The Explorers Club. His work has been featured in publications around the world, including National Geographic, Discovery Channel Magazine, and on CNN, Channel 4, and the BBC. When not abroad, he lives in London."
